27-07-2010 21:20:36,http://www.arnoldanddistrictcameraclub.org.uk/image/mackaya/316/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/mackaya/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:21:54,http://www.arnoldanddistrictcameraclub.org.uk/image/gregf/586/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/gregf/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:22:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,67.205.112.79,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 21:23:13,http://www.arnoldanddistrictcameraclub.org.uk/image/keithh/365/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/keithh/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:24:30,http://www.arnoldanddistrictcameraclub.org.uk/image/gregf/574/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/gregf/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:25:48,http://www.arnoldanddistrictcameraclub.org.uk/image/gregf/356/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/gregf/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:27:06,http://www.arnoldanddistrictcameraclub.org.uk/image/philh/44/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/17/philh/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:27:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,83.140.19.38,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 21:27:51,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,http://host-tracker.com/website-uptime-statistics/1138681/,,69.175.78.42,Mozilla/4.0 (compatible; HostTracker.com/1.0;+http://host-tracker.com/)
27-07-2010 21:28:25,http://www.arnoldanddistrictcameraclub.org.uk/image/philh/43/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/17/philh/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:29:04,http://www.arnoldanddistrictcameraclub.org.uk/image/ivans/188/,viewpic.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 21:29:41,http://www.arnoldanddistrictcameraclub.org.uk/image/philh/42/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/17/philh/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:30:57,http://www.arnoldanddistrictcameraclub.org.uk/image/mackaya/315/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/mackaya/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:32:10,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,96.31.66.245,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 21:32:13,http://www.arnoldanddistrictcameraclub.org.uk/image/philh/283/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/17/philh/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:33:32,http://www.arnoldanddistrictcameraclub.org.uk/image/keithh/122/,viewpic.php,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/keithh/,,82.94.176.140,Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)
27-07-2010 21:34:58,http://www.arnoldanddistrictcameraclub.org.uk/gall/1/philh/,view.php,,,207.46.12.209,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2;  SLCC1;  .NET CLR 1.1.4325;  .NET CLR 2.0.50727;  .NET CLR 3.0.30729)
27-07-2010 21:37:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,82.103.128.63,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 21:42:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,174.34.156.130,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 21:47:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,70.32.40.2,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 21:50:34,http://www.arnoldanddistrictcameraclub.org.uk/gall/1/ivans/,view.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 21:52:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,174.34.162.242,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 21:53:09,http://www.arnoldanddistrictcameraclub.org.uk/image/ivans/186/,viewpic.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 21:54:18,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-14-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 21:57:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,85.25.176.167,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:02:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,204.152.200.42,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:04:49,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-06-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:07:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,74.53.193.66,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:11:50,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-25-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:12:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,74.52.50.50,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:16:31,http://www.arnoldanddistrictcameraclub.org.uk/gall/1/keithh/,view.php,,,207.46.204.229,msnbot/2.0b (+http://search.msn.com/msnbot.htm)
27-07-2010 22:17:02,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,82.1.57.167,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPNTDF)
27-07-2010 22:17:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,83.170.113.102,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:18:41,http://www.arnoldanddistrictcameraclub.org.uk/schedule/2010/,index.php,http://www.arnoldanddistrictcameraclub.org.uk/,,82.1.57.167,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPNTDF)
27-07-2010 22:18:41,http://www.arnoldanddistrictcameraclub.org.uk/schedule/2010/,index.php,http://www.arnoldanddistrictcameraclub.org.uk/,,82.1.57.167,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPNTDF)
27-07-2010 22:18:51,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-02-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:20:04,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/mackaya/,view.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 22:21:37,http://www.arnoldanddistrictcameraclub.org.uk/image/sarahd/645/,viewpic.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 22:21:54,http://www.arnoldanddistrictcameraclub.org.uk/image/margaretj/123/,viewpic.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 22:22:07,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,95.211.87.85,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:25:52,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-15-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:27:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,207.218.231.170,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:29:23,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-19-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:32:11,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,207.97.207.200,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:35:56,http://www.arnoldanddistrictcameraclub.org.uk/gall/33/sarahd/,view.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:36:01,http://www.arnoldanddistrictcameraclub.org.uk/gall/9/carnival08/,view.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:36:05,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival06/251/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:36:09,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival06/252/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:36:14,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival06/253/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:36:19,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival08/526/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:36:44,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival08/528/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:36:59,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival08/529/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:37:04,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival08/530/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:37:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,67.192.120.134,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:37:10,http://www.arnoldanddistrictcameraclub.org.uk/image/carnival08/527/,viewpic.php,,,208.115.111.249,Mozilla/5.0 (compatible; DotBot/1.1; http://www.dotnetdotcom.org/, crawler@dotnetdotcom.org)
27-07-2010 22:39:54,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-10-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:41:44,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,http://host-tracker.com/website-uptime-statistics/1138681/,,91.205.174.97,Mozilla/4.0 (compatible; HostTracker.com/1.0;+http://host-tracker.com/)
27-07-2010 22:42:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,67.205.112.79,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:43:24,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-11-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:45:10,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,67.215.230.25,Mozilla/5.0 ( http://www.setooz.com/bot.html )
27-07-2010 22:46:00,http://www.arnoldanddistrictcameraclub.org.uk/gall/1/steveg/,view.php,,,207.46.13.84,msnbot/2.0b (+http://search.msn.com/msnbot.htm)
27-07-2010 22:46:55,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-20-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:47:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,83.140.19.38,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:50:25,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-20-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 22:52:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,96.31.66.245,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:57:07,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,82.103.128.63,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 22:57:26,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-09-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:02:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,174.34.156.130,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:04:27,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-14-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:06:14,http://www.arnoldanddistrictcameraclub.org.uk/gall/viewimagetag.php?tag=Bucket,viewimagetag.php,,,88.131.106.7,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) Speedy Spider (http://www.entireweb.com/about/search_tech/speedy_spider/)
27-07-2010 23:07:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,70.32.40.2,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:11:28,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-09-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:12:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,174.34.162.242,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:17:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,85.25.176.167,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:18:29,http://www.arnoldanddistrictcameraclub.org.uk/news/133/07-25-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:22:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,204.152.200.42,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:25:30,http://www.arnoldanddistrictcameraclub.org.uk/news/10/07-23-2010/,index.php,,,66.249.65.153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:27:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,74.53.193.66,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:32:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,74.52.50.50,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:32:31,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-07-2010/,index.php,,,66.249.65.180,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:36:01,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-17-2010/,index.php,,,66.249.65.180,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:37:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,83.170.113.102,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:39:32,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-06-2010/,index.php,,,66.249.65.180,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:42:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,95.211.87.85,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:43:02,http://www.arnoldanddistrictcameraclub.org.uk/news/134/07-23-2010/,index.php,,,66.249.65.180,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:47:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,207.218.231.170,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:50:03,http://www.arnoldanddistrictcameraclub.org.uk/news/118/07-18-2010/,index.php,,,66.249.65.180,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
27-07-2010 23:52:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,207.97.207.200,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:57:07,http://www.arnoldanddistrictcameraclub.org.uk/image/franke/705/,viewpic.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
27-07-2010 23:57:09,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,67.192.120.134,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
27-07-2010 23:57:21,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,http://host-tracker.com/website-uptime-statistics/1138681/,,78.110.160.250,Mozilla/4.0 (compatible; HostTracker.com/1.0;+http://host-tracker.com/)
28-07-2010 00:02:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,67.205.112.79,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
28-07-2010 00:04:06,http://www.arnoldanddistrictcameraclub.org.uk/news/114/07-24-2010/,index.php,,,66.249.65.180,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
28-07-2010 00:07:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,83.140.19.38,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
28-07-2010 00:07:26,http://www.arnoldanddistrictcameraclub.org.uk/news/67/,index.php,,,67.195.115.37,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
28-07-2010 00:07:35,http://www.arnoldanddistrictcameraclub.org.uk/news/14/07-03-2010/,index.php,,,66.249.65.180,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
28-07-2010 00:12:08,http://www.arnoldanddistrictcameraclub.org.uk/,index.php,,,96.31.66.245,Pingdom.com_bot_version_1.4_(http://www.pingdom.com/)
28-07-2010 00:12:44,http://arnoldanddistrictcameraclub.org.uk/image/combsd/394/,viewpic.php,,,67.195.110.185,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)
